companyId,Name,Sector,Industry
PERMAGN,Permanent Magnets Ltd,Capital Goods - Electrical Equipment,Shunt Resistors
PERSISTENT,Persistent Systems Ltd,IT - Software,IT - ER&D
PCCL,Petro Carbon & Chemicals Ltd,Chemicals,Chemicals - Others
PETRONET,Petronet LNG Ltd,Gas Distribution,Gas Distribution
PFIZER,Pfizer Ltd,Pharmaceuticals,Pharma - MNC bulk Drugs
PGEL,PG Electroplast Ltd,Consumer Durables,Consumer Electronics - EMS
PHOENIXLTD,Phoenix Mills Ltd,Realty,Realty - Commercial
PWL,Physicswallah Ltd,Education,Platform - Education
PICCADIL,Piccadily Agro Industries Ltd,Alcoholic Beverages,Alcoholic Beverages
PIDILITIND,Pidilite Industries Ltd,Chemicals,Speciality Chemicals
PIIND,P I Industries Ltd,Agro Chemicals,Pesticides/Agrochemicals
PILANIINVS,Pilani Investment & Industries Corporation Ltd,Finance,Finance - Holding Company
PINEANIM,Pine Animation Ltd,IT - Software,IT - Software
PINELABS,Pine Labs Ltd,IT - Software,E-Commerce - Platform - Utility
PIRAMALFIN,Piramal Finance Ltd,Finance,Conglomerate Backed NBFC
PPLPHARMA,Piramal Pharma Ltd,Pharmaceuticals,Pharma - API & CRAMS
PITTIENG,Pitti Engineering Ltd,Capital Goods-Non Electrical Equipment,Capital Goods - Engineering General
PIXTRANS,Pix Transmission Ltd,Plantation & Plantation Products,Rubber Processing/Rubber Products
PLATIND,Platinum Industries Ltd,Chemicals,Speciality Chemicals
PNBGILTS,PNB Gilts Ltd,Finance,Finance & Investments - Others
PNBHOUSING,PNB Housing Finance Ltd,Finance,Finance - Housing
PNCINFRA,PNC Infratech Ltd,Infrastructure Developers & Operators,Infra - Construction & Contracting
PNGJL,P N Gadgil Jewellers Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
GARGI,PNGS Gargi Fashion Jewellery Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
PNGSREVA,PNGS Reva Diamond Jewellery Limited,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
POEL,POCL Enterprises Ltd,Non Ferrous Metals,Chemicals - Inorganic
POKARNA,Pokarna Ltd,Consumer Durables,Building Material USA
POLYCAB,Polycab India Ltd,Cables,Cables - Power
POLYMED,Poly Medicure Ltd,Healthcare,Medical Equipment
POLYPLEX,Polyplex Corporation Ltd,Packaging,Packaging - BOPP
POCL,Pondy Oxides & Chemicals Ltd,Non Ferrous Metals,Recycling
POONAWALLA,Poonawalla Fincorp Ltd,Finance,Conglomerate Backed NBFC
PVSL,Popular Vehicles & Services Ltd,Retail,Retail - Vehicles
PFC,Power Finance Corporation Ltd,Finance,Finance - PSU Lending
POWERGRID,Power Grid Corporation of India Ltd,Power Generation & Distribution,Power - Transmission/Equipment
PGINVIT,Powergrid Infrastructure Investment Trust,Infrastructure Investment Trusts,Infrastructure Investment Trusts
POWERICA,Powerica Ltd,Capital Goods - Electrical Equipment,Electric Equipment - Gensets/Turbines
POWERMECH,Power Mech Projects Ltd,Infrastructure Developers & Operators,Project Consultancy/Turnkey
PRABHA,Prabha Energy Ltd,Crude Oil & Natural Gas,Oil Exploration/Allied Services
PRADPME,Pradeep Metals Ltd,"Castings, Forgings & Fastners",Forgings
PRAJIND,Praj Industries Ltd,Capital Goods-Non Electrical Equipment,Capital Goods - Engineering Heavy
PRAKASH,Prakash Industries Ltd,Steel,Steel Products
PPL,Prakash Pipes Ltd,Plastic products,Plastics - Pipes & Fittings
DIAMONDYD,Prataap Snacks Ltd,FMCG,FMCG - Snacks
PRAVEG,Praveg Ltd,Hotels & Restaurants,Resorts
PRECAM,Precision Camshafts Ltd,Auto Ancillaries,Auto Ancillaries - Diversified
PRECWIRE,Precision Wires India Ltd,Non Ferrous Metals,Copper Wires
PRECOT,Precot Ltd,Textiles,Textiles - Technical Textile
PREMIERENE,Premier Energies Ltd,Trading,Capital Goods - Solar
PREMEXPLN,Premier Explosives Ltd,Aerospace & Defence,Industrial Explosives
PREMIERPOL,Premier Polyfilm Ltd,Plastic products,Plastics - Sheets/Films
PRESTIGE,Prestige Estates Projects Ltd,Realty,Realty - National
PRICOLLTD,Pricol Ltd,Auto Ancillaries,Auto Ancillaries - 2 Wheelers
PFOCUS,Prime Focus Ltd,Realty,Entertainment & Media
PRIMESECU,Prime Securities Ltd,Finance,Finance & Investments - Others
PRIMO,Primo Chemicals Ltd,Chemicals,Chemicals - Inorganic - Caustic Soda/Soda Ash
PRINCEPIPE,Prince Pipes & Fittings Ltd,Plastic products,Building Materials - Plastic Pipes
PRSMJOHNSN,Prism Johnson Ltd,Cement,Cement
PRIVISCL,Privi Speciality Chemicals Ltd,Chemicals,Speciality Chemicals
PRIZOR,Prizor Viztech Ltd,Consumer Durables,CCTV Camera
PGHL,Procter & Gamble Health Ltd,Pharmaceuticals,Pharma - MNC bulk Drugs
PGHH,Procter & Gamble Hygiene and Health Care Ltd,FMCG,FMCG - Personal Care
PROSTARM,Prostarm Info Systems Ltd,Capital Goods - Electrical Equipment,Trading
PROTEAN,Protean eGov Technologies Ltd,IT - Software,IT Enabled Services
PROV,Proventus Agrocom Ltd,Trading,Trading
PROZONER,Prozone Realty Ltd,Miscellaneous,Miscellaneous
PRUDENT,Prudent Corporate Advisory Services Ltd,Stock/ Commodity Brokers,Finance - Capital Markets
PSPPROJECT,PSP Projects Ltd,Construction,Construction & Contracting
PFS,PTC India Financial Services Ltd,Finance,Finance & Investments - Others
PTC,PTC India Ltd,Power Generation & Distribution,Trading
PTCIL,PTC Industries Ltd,"Castings, Forgings & Fastners",Castings - Steel/Alloy
PTL,PTL Enterprises Ltd,Miscellaneous,Finance & Investments - Others
PDMJEPAPER,Pudumjee Paper Products Ltd,Paper,Paper
PUNJABCHEM,Punjab Chemicals & Crop Protection Ltd,Agro Chemicals,Pesticides/Agrochemicals
PNB,Punjab National Bank,Banks,Banks - PSU
PSB,Punjab & Sind Bank,Banks,Banks - PSU
PURVA,Puravankara Ltd,Realty,Realty - Construction & Contracting
PVP,PVP Ventures Ltd,Realty,Realty - Construction & Contracting
PVRINOX,PVR Inox Ltd,Entertainment,Entertainment & Media
PYRAMID,Pyramid Technoplast Ltd,Packaging,Packaging & Containers
QLINE,Q-Line Biotech Ltd,Trading,Trading
QUADFUTURE,Quadrant Future Tek Ltd,Cables,Railways - Kavach/Springs
QLL,Qualitek Labs Ltd,Miscellaneous,Miscellaneous
QPOWER,Quality Power Electrical Equipments Ltd,Capital Goods - Electrical Equipment,Electrical Equipments/HVDC
QUESS,Quess Corp Ltd,Diversified,Facility Management
QUICKHEAL,Quick Heal Technologies Ltd,IT - Software,IT - Software
RIIT,RaajMarg Infra Investment Trust,Infrastructure Investment Trusts,Infra/Real Estate Investment Trust
RACLGEAR,RACL Geartech Ltd,Auto Ancillaries,Auto Ancillaries - Gears
RADHIKAJWE,Radhika Jeweltech Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
RADICO,Radico Khaitan Ltd,Alcoholic Beverages,Alcoholic Beverages
RPEL,Raghav Productivity Enhancers Ltd,Refractories,Steel Products
RAILTEL,Railtel Corporation of India Ltd,Railways,Railways
RVNL,Rail Vikas Nigam Ltd,Infrastructure Developers & Operators,Infra - Construction & Contracting
RAINBOW,Rainbow Childrens Medicare Ltd,Healthcare,Hospitals
RAIN,Rain Industries Ltd,Miscellaneous,Cement
RAJPALAYAM,Rajapalayam Mills Ltd,Textiles,Textiles - Spinning
RAJESHEXPO,Rajesh Exports Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
RAJESH,Rajesh Power Services Ltd,Infrastructure Developers & Operators,Construction - Civil/Turnkey
RAJOOENG,Rajoo Engineers Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - Plastic Machinery
RSL,Rajputana Stainless Ltd,Steel,Steel
RAJRATAN,Rajratan Global Wire Ltd,Steel,Tyres & Tubes
RAJRILTD,Raj Rayon Industries Ltd,Textiles,Textiles - Processing/Texturising
RALLIS,Rallis India Ltd,Agro Chemicals,Pesticides/Agrochemicals
RAMCOIND,Ramco Industries Ltd,Cement - Products,Cement Products
RAMCOSYS,Ramco Systems Ltd,IT - Software,IT Product Companies
RKFORGE,Ramkrishna Forgings Ltd,"Castings, Forgings & Fastners","Castings, Forgings & Fastners"
RAMKY,Ramky Infrastructure Ltd,Infrastructure Developers & Operators,Infra - Construction & Contracting
RAMRAT,Ram Ratna Wires Ltd,Non Ferrous Metals,Copper Wires
RANEHOLDIN,Rane Holdings Ltd,Finance,Finance - Holding Company
RML,Rane (Madras) Ltd,Auto Ancillaries,Auto Ancillaries - Gears
RPTECH,Rashi Peripherals Ltd,Trading,Trading
RCF,Rashtriya Chemicals & Fertilizers Ltd,Fertilizers,Fertilisers
RATEGAIN,Rategain Travel Technologies Ltd,IT - Software,IT Product Companies
RATNAMANI,Ratnamani Metals & Tubes Ltd,Capital Goods-Non Electrical Equipment,Stainless Steel
RATNAVEER,Ratnaveer Precision Engineering Ltd,Steel,Stainless Steel
RTNINDIA,RattanIndia Enterprises Ltd,Finance,Miscellaneous
RELTD,Ravindra Energy Ltd,Capital Goods - Electrical Equipment,Capital Goods - Electric General
RAYMONDLSL,Raymond Lifestyle Ltd,Textiles,Textiles - Readymade Apparel
RAYMOND,Raymond Ltd,Air Transport Service,Realty - Construction & Contracting
RAYMONDREL,Raymond Realty Ltd,Realty,Realty - Regional
RBLBANK,RBL Bank Ltd,Banks,Banks - Private
RBZJEWEL,RBZ Jewellers Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
RECLTD,REC Ltd,Finance,Finance - PSU Lending
REDINGTON,Redington Ltd,Trading,Computer - Hardware
REDTAPE,Redtape Ltd,Retail,Footwear
REFEX,Refex Industries Ltd,Trading,Refrigeration
REGAAL,Regaal Resources Ltd,Miscellaneous,Starch
RELAXO,Relaxo Footwears Ltd,Leather,Footwear
RIIL,Reliance Industrial Infrastructure Ltd,Logistics,Logistics
RELIANCE,Reliance Industries Ltd,Refineries,Refineries
RELINFRA,Reliance Infrastructure Ltd,Infrastructure Developers & Operators,Infra - Power - Generation/Distribution
RPOWER,Reliance Power Ltd,Power Generation & Distribution,Power - Generation/Distribution
RELIGARE,Religare Enterprises Ltd,Finance,Finance - Insurance
REMUS,Remus Pharmaceuticals Ltd,Pharmaceuticals,Pharma - Others
RGL,Renaissance Global Ltd,"Diamond, Gems and Jewellery",Lab Grown Diamonds
REPCOHOME,Repco Home Finance Ltd,Finance,Finance - Housing
REPRO,Repro India Ltd,Printing & Stationery,Printing/Publishing/Stationery
RESPONIND,Responsive Industries Ltd,Plastic products,Plastics - Plastic & Plastic Products
RBA,Restaurant Brands Asia Ltd,Quick Service Restaurant,Quick Service Restaurant - QSR
RHETAN,Rhetan TMT Ltd,Steel,Steel Products
RHIM,RHI Magnesita India Ltd,Refractories,Refractories
RICOAUTO,Rico Auto Industries Ltd,Auto Ancillaries,Auto Ancillaries - Spare Parts Accessories
RIDDHI,Riddhi Siddhi Gluco Biols Ltd,Trading,Trading
RIR,RIR Power Electronics Ltd,Consumer Durables,Electronics - Equipment/Components
RISHABH,Rishabh Instruments Ltd,Capital Goods - Electrical Equipment,Capital Goods - Electric General
RITCO,Ritco Logistics Ltd,Logistics,Logistics
RITES,Rites Ltd,Miscellaneous,Railways
RKSWAMY,R K Swamy Ltd,Media - Print/Television/Radio,Miscellaneous
RNFI,RNFI Services Ltd,E-Commerce/App based Aggregator,E-Commerce - Platform - Utility
ROADSTAR,Roadstar Infra Investment Trust,Infrastructure Investment Trusts,Infra/Real Estate Investment Trust
ROLEXRINGS,Rolex Rings Ltd,Auto Ancillaries,Bearings
ROSSARI,Rossari Biotech Ltd,Chemicals,Seeds/Tissue Culture/Bio Technology
ROSSTECH,Rossell Techsys Ltd,Aerospace & Defence,Aerospace & Defence - Equipments
ROTO,Roto Pumps Ltd,Capital Goods-Non Electrical Equipment,Pumps
ROUTE,Route Mobile Ltd,IT - Software,IT Enabled Services
ROHLTD,Royal Orchid Hotels Ltd,Hotels & Restaurants,Hotels
RPGLIFE,RPG Life Sciences Ltd,Pharmaceuticals,Pharma - Formulators
RPSGVENT,RPSG Ventures Ltd,IT - Software,IT Enabled Services
RRKABEL,R R Kabel Ltd,Cables,Cables - Power
EUROASIA,RRP Defense Ltd,Aerospace & Defence,Miscellaneous
RRP,RRP Semiconductor Ltd,Trading,Trading
RSWM,RSWM Ltd,Textiles,Textiles - Spinning
RSYSTEMS,R Systems International Ltd,IT - Software,IT - Software
RUBICON,Rubicon Research Ltd,Pharmaceuticals,Pharma - Formulators
RUBYMILLS,Ruby Mills Ltd,Textiles,Textiles - Composite Mills
RUPA,Rupa & Company Ltd,Textiles,Textiles - Hosiery/Knitwear
SAAKSHI,Saakshi Medtech & Panels Ltd,Diversified,Diversified
SAATVIKGL,Saatvik Green Energy Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General
SACHEEROME,Sacheerome Ltd,Chemicals,Chemicals - Organic
SAFARI,Safari Industries (India) Ltd,Plastic products,Travel Bags
SAFEENTP,Safe Enterprises Retail Fixtures Ltd,Steel,Steel
SAGCEM,Sagar Cements Ltd,Cement,Cement
SAGILITY,Sagility Ltd,IT - Software,Miscellaneous
SAHANA,Sahana Systems Ltd,IT - Software,IT - Software
SAHASRA,Sahasra Electronic Solutions Ltd,Electronics,Electronics - Others
SAILIFE,Sai Life Sciences Ltd,Pharmaceuticals,Pharma - API & CRAMS
SEKURITIND,Saint-Gobain Sekurit India Ltd,Glass & Glass Products,Glass & Glass Products
SAIPARENT,Sai Parenterals Ltd,Pharmaceuticals,Pharma - Formulators
KALAMANDIR,Sai Silks (Kalamandir) Ltd,Retail,Textiles - Readymade Apparel
SAKAR,Sakar Healthcare Ltd,Pharmaceuticals,Hospitals
SAKSOFT,Saksoft Ltd,IT - Software,IT - Software
SALSTEEL,SAL Steel Ltd,Steel,Steel - Sponge Iron
SALZERELEC,Salzer Electronics Ltd,Capital Goods - Electrical Equipment,Capital Goods - Electric General
SAMBHV,Sambhv Steel Tubes Ltd,Steel,Steel - Tubes/Pipes
SAMHI,Samhi Hotels Ltd,Hotels & Restaurants,Hotels
SAMMAANCAP,Sammaan Capital Ltd,Finance,Finance - Housing
MOTHERSON,Samvardhana Motherson International Ltd,Auto Ancillaries,Auto Ancillaries - Diversified
SANATHAN,Sanathan Textiles Ltd,Textiles,Textiles - Spinning
SANDESH,Sandesh Ltd,Media - Print/Television/Radio,Newspaper
SANDHAR,Sandhar Technologies Limited,Auto Ancillaries,Auto Ancillaries - 2&3 Wheelers
SANDUMA,Sandur Manganese & Iron Ores Ltd,Mining & Mineral products,Mining/Minerals - Iron Ore
SANGAMIND,Sangam (India) Ltd,Textiles,Textiles - Spinning
SANGHIIND,Sanghi Industries Ltd,Cement,Cement Products
SANGHVIMOV,Sanghvi Movers Ltd,Miscellaneous,Capital Goods - EPC/Cranes
SANOFICONR,Sanofi Consumer Healthcare India Ltd,Pharmaceuticals,Pharma - MNC bulk Drugs
SANOFI,Sanofi India Ltd,Pharmaceuticals,Pharma - MNC bulk Drugs
SANSERA,Sansera Engineering Ltd,Auto Ancillaries,Auto Ancillaries - Diversified
SANSTAR,Sanstar Ltd,FMCG,Agricultural Processing - Maize
SAPPHIRE,Sapphire Foods India Ltd,Quick Service Restaurant,Quick Service Restaurant - QSR
ZSARACOM,Saraswati Commercial (India) Ltd,Finance,Finance & Investments - Others
SAPL,Sar Auto Products Ltd,Auto Ancillaries,Auto Ancillaries - Gears
SARDAEN,Sarda Energy & Minerals Ltd,Steel,Mining/Minerals - Iron Ore
SAREGAMA,Saregama India Ltd,Entertainment,Music Licensing
SARLAPOLY,Sarla Performance Fibers Ltd,Textiles,Textiles - Processing/Texturising
SARTELE,Sar Televenture Ltd,Telecom Equipment & Infra Services,Telecom Services
SASKEN,Sasken Technologies Ltd,IT - Software,IT - Software
SATANIBRG,Satani Bearings Ltd,Bearings,Trading
SSEGL,Sathlokhar Synergys E&C Global Ltd,Infrastructure Developers & Operators,Construction - Civil/Turnkey
SATIA,Satia Industries Ltd,Paper,Paper
SATIN,Satin Creditcare Network Ltd,Finance,Finance & Investments - Microfinance
SAURASHCEM,Saurashtra Cement Ltd,Cement,Cement
SOTL,Savita Oil Technologies Ltd,Petrochemicals,Petrochem - Others
SAYAJIHOTL,Sayaji Hotels Ltd,Hotels & Restaurants,Hotels
SBC,SBC Exports Ltd,Textiles,Textiles - Readymade Apparel
SBFC,SBFC Finance Ltd,Finance,Finance & Investments - MSME Lending
SBICARD,SBI Cards & Payment Services Ltd,Finance,Finance - Credit Cards
SBILIFE,SBI Life Insurance Company Ltd,Insurance,Finance - Insurance
SCHAEFFLER,Schaeffler India Ltd,Bearings,Bearings
SCHAND,S Chand & Company Ltd,Printing & Stationery,Printing/Publishing/Stationery
SCHNEIDER,Schneider Electric Infrastructure Ltd,Capital Goods - Electrical Equipment,Capital Goods - Transformers
SELECTRIC,Schneider Electric President Systems Ltd,Consumer Durables,Electronics - Others
SCODATUBES,Scoda Tubes Ltd,Steel,Steel - Tubes/Pipes
SEAMECLTD,SEAMEC Ltd,Miscellaneous,Shipping
SEDEMAC,Sedemac Mechatronics Ltd,Electronics,Electronics - Power Devices/Equipment
SEJALLTD,Sejal Glass Ltd,Glass & Glass Products,Glass & Glass Products
SENCO,Senco Gold Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
SENORES,Senores Pharmaceuticals Ltd,Pharmaceuticals,Pharma - API
SERVOTECH,Servotech Renewable Power System Ltd,Capital Goods - Electrical Equipment,Capital Goods - Electric General
STYL,Seshaasai Technologies Ltd,IT - Software,IT - Software
SESHAPAPER,Seshasayee Paper & Boards Ltd,Paper,Paper
SGFIN,SG Finserve Ltd,Finance,Finance & Investments - MSME Lending
SGMART,SG Mart Ltd,Trading,Trading
SHADOWFAX,Shadowfax Technologies Ltd,Logistics,Logistics
SHAHFOOD,Shah Foods Ltd,FMCG,Trading
SHAILY,Shaily Engineering Plastics Ltd,Plastic products,Plastics - Plastic & Plastic Products
SHAKTIPUMP,Shakti Pumps (India) Ltd,Capital Goods-Non Electrical Equipment,Solar Pumps
SHALBY,Shalby Ltd,Healthcare,Hospitals
BUILDPRO,Shankara Buildpro Ltd,Trading,Trading
SHANTIGEAR,Shanthi Gears Ltd,Capital Goods-Non Electrical Equipment,Auto Ancillaries - Gears
SEIL,Shanti Educational Initiatives Ltd,Education,Computer Education
SHANTIGOLD,Shanti Gold International Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
SHINDL,Sharat Industries Ltd,FMCG,Aquaculture
SHARDACROP,Sharda Cropchem Ltd,Agro Chemicals,Pesticides/Agrochemicals
SHARDAMOTR,Sharda Motor Industries Ltd,Auto Ancillaries,Auto Ancillaries - Diversified
SHAREINDIA,Share India Securities Ltd,Finance,Finance - Capital Markets - Brokers
SFL,Sheela Foam Ltd,Consumer Durables,Mattress
SCPL,Sheetal Cool Products Ltd,FMCG,Food & Dairy Products
SHILCTECH,Shilchar Technologies Ltd,Capital Goods - Electrical Equipment,Capital Goods - Transformers
SHILPAMED,Shilpa Medicare Ltd,Pharmaceuticals,Pharma - API & CRAMS
SCILAL,Shipping Corporation of India Land & Assets Ltd,Education,Miscellaneous
SCI,Shipping Corporation of India Ltd,Shipping,Shipping
SBCL,Shivalik Bimetal Controls Ltd,Non Ferrous Metals,Shunt Resistors
SHIVAUM,Shiv Aum Steels Ltd,Steel,Trading
SHK,S H Kelkar & Company Ltd,Chemicals,Chemicals - Others
SHOPERSTOP,Shoppers Stop Ltd,Retail,Retail - Departmental Stores
SHRADDHA,Shraddha Prime Projects Ltd,Realty,Construction - Factories/Offices/Commercial
SHREECEM,Shree Cement Ltd,Cement,Cement
SHREDIGCEM,Shree Digvijay Cement Co Ltd,Cement,Cement
SGRL,Shree Ganesh Remedies Ltd,Pharmaceuticals,Chemicals - Organic
SHREEJISPG,Shreeji Shipping Global Ltd,Shipping,Shipping/Dredging
SHREEPUSHK,Shree Pushkar Chemicals & Fertilizers Ltd,Chemicals,Chemicals - Others
SHREERAMA,Shree Rama Multi-Tech Ltd,Packaging,Packaging - Laminates
SHREEREF,Shree Refrigerations Ltd,Engineering,Engineering - Light - General
RENUKA,Shree Renuka Sugars Ltd,Sugar,Sugar
TIRUPATI,Shree Tirupati Balajee FIBC Ltd,Packaging,Packaging & Containers
SVLL,Shree Vasu Logistics Ltd,Logistics,Miscellaneous
SHREMINVIT,Shrem InvIT,Infrastructure Investment Trusts,Infrastructure Investment Trusts
SHRIAHIMSA,Shri Ahimsa Naturals Ltd,Chemicals,Chemicals - Organic
SHRJAGP,Shri Jagdamba Polymers Ltd,Packaging,Textiles - Technical Textile
SHRINGARMS,Shringar House of Mangalsutra Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
SHRIRAMFIN,Shriram Finance Ltd,Finance,Finance & Investments - CV Finance
SHRIPISTON,Shriram Pistons & Rings Ltd,Auto Ancillaries,Auto Ancillaries - Engine Parts
SHRIRAMPPS,Shriram Properties Ltd,Realty,Realty - Construction & Contracting
SVRL,Shri Venkatesh Refineries Ltd,Edible Oil,Solvent Extraction
SHUKRAPHAR,Shukra Pharmaceuticals Ltd,Pharmaceuticals,Pharma - Others
SHYAMMETL,Shyam Metalics & Energy Ltd,Steel,Steel Products
SICALLOG,Sical Logistics Ltd,Logistics,Logistics
ENRIN,Siemens Energy India Ltd,Power Generation & Distribution,Electrical Equipments/HVDC
SIEMENS,Siemens Ltd,Capital Goods - Electrical Equipment,Capital Goods - Electric General
SIGACHI,Sigachi Industries Ltd,Pharmaceuticals,Chemicals - Organic
SIGMAADV,Sigma Advanced System Ltd,Aerospace & Defence,Aerospace & Defence - Equipments
SIGNATURE,SignatureGlobal India Ltd,Realty,Realty - Construction & Contracting
SIGNPOST,Signpost India Ltd,Miscellaneous,Advertisement
SIKA,Sika Interplant Systems Ltd,Aerospace & Defence,Aerospace & Defence - Equipments
SILVERTUC,Silver Touch Technologies Ltd,IT - Software,IT - Software
SIMPLEXINF,Simplex Infrastructures Ltd,Infrastructure Developers & Operators,Infra - Construction & Contracting
SINDHUTRAD,Sindhu Trade Links Ltd,Logistics,Logistics
SIRCA,Sirca Paints India Ltd,Paints/Varnish,Building Materials - Paints
SIS,SIS Ltd,Miscellaneous,Facility Management
SIYSIL,Siyaram Silk Mills Ltd,Textiles,Textiles - Weaving
SJLOGISTIC,S J Logistics (India) Ltd,Logistics,Logistics
SJS,S J S Enterprises Ltd,Auto Ancillaries,Auto Ancillaries - Diversified
SJVN,SJVN Ltd,Power Generation & Distribution,Power - Generation/Distribution
SKFINDUS,SKF India (Industrial) Ltd,Bearings,Bearings
SKFINDIA,SKF India Ltd,Bearings,Bearings
SKIPPER,Skipper Ltd,Engineering,Electrical Equipments/HVDC
SKMEGGPROD,SKM Egg Products Export (India) Ltd,FMCG,FMCG - Animal/Polutry
SKYGOLD,Sky Gold & Diamonds Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
SMARTWORKS,Smartworks Coworking Spaces Ltd,Co-Working,Realty - CoWorking
SMCGLOBAL,SMC Global Securities Ltd,Stock/ Commodity Brokers,Finance - Capital Markets - Brokers
SMLMAH,SML Mahindra Ltd,Automobile,Auto - Bus/LCVs
SMSPHARMA,SMS Pharmaceuticals Ltd,Pharmaceuticals,Pharma - API & CRAMS
SMTEL,SMT Engineering Ltd,Finance,Finance - Investment/Others
SNOWMAN,Snowman Logistics Ltd,Logistics,Logistics - Warehousing/Supply Chain
SOBME,Sobhagya Mercantile Ltd,Diversified,Diversified
SOBHA,Sobha Ltd,Realty,Realty - National
SOFTTECH,Softtech Engineers Ltd,IT - Software,IT - Software
SOLARA,Solara Active Pharma Sciences Ltd,Pharmaceuticals,Pharma - API & CRAMS
SOLARINDS,Solar Industries India Ltd,Aerospace & Defence,Industrial Explosives
SOLARWORLD,Solarworld Energy Solutions Ltd,Power Infrastructure,Solar EPC
SOLEX,Solex Energy Ltd,Capital Goods - Electrical Equipment,Capital Goods - Solar
SOMANYCERA,Somany Ceramics Ltd,Ceramic Products,Ceramics/Tiles/Sanitaryware
SDBL,Som Distilleries & Breweries Ltd,Alcoholic Beverages,Alcoholic Beverages
SONACOMS,Sona BLW Precision Forgings Ltd,Auto Ancillaries,"Castings, Forgings & Fastners"
SONATSOFTW,Sonata Software Ltd,IT - Software,IT - Software
SPIC,Southern Petrochemicals Industries Corporation Ltd,Fertilizers,Fertilisers
SOUTHBANK,South Indian Bank Ltd,Banks,Banks - Private
SOUTHWEST,South West Pinnacle Exploration Ltd,Mining & Mineral products,Mining/Minerals
SPANDANA,Spandana Sphoorty Financial Ltd,Finance,Finance & Investments - Microfinance
SPAL,S P Apparels Ltd,Readymade Garments/ Apparells,Textiles - Readymade Apparel
SPECIALITY,Speciality Restaurants Ltd,Hotels & Restaurants,Quick Service Restaurant - QSR
SPECTRUM,Spectrum Electrical Industries Ltd,Capital Goods - Electrical Equipment,Capital Goods - Electric General
SPELS,Spel Semiconductor Ltd,Electronics,Electronics - Equipment/Components
SPICELOUNG,Spice Lounge Food Works Ltd,IT - Software,Finance & Investments - Others
SPMLINFRA,SPML Infra Ltd,Infrastructure Developers & Operators,Infra - Construction & Contracting
SPORTKING,Sportking India Ltd,Textiles,Textiles - Spinning
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd,Chemicals,Chemicals - Inorganic
SRF,SRF Ltd,Chemicals,Chemicals - Flourine
LOTUSDEV,Sri Lotus Developers & Realty Ltd,Realty,Construction - Factories/Offices/Commercial
SRM,SRM Contractors Ltd,Infrastructure Developers & Operators,Construction - Civil/Turnkey
STALLION,Stallion India Fluorochemicals Ltd,Chemicals,Industrial Gas
SETL,Standard Engineering Technology Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - Glass - lined Equipment
STANLEY,Stanley Lifestyles Ltd,Consumer Durables,Miscellaneous
STARCEMENT,Star Cement Ltd,Cement,Cement
STARHEALTH,Star Health & Allied Insurance Company Ltd,Insurance,Finance - Non Life Insurance
SBIN,State Bank of India,Banks,Banks - PSU
STCINDIA,State Trading Corporation of India Ltd,Trading,Trading
SAIL,Steel Authority of India Ltd,Steel,Steel
STEELCAS,Steelcast Ltd,"Castings, Forgings & Fastners","Castings, Forgings & Fastners"
SSWL,Steel Strips Wheels Ltd,Auto Ancillaries,Auto Ancillaries - Wheels
STEL,STEL Holdings Ltd,Finance,Finance & Investments - Others
STERTOOLS,Sterling Tools Ltd,"Castings, Forgings & Fastners","Castings, Forgings & Fastners"
SWSOLAR,Sterling & Wilson Renewable Energy Ltd,Infrastructure Developers & Operators,Solar EPC
STLTECH,Sterlite Technologies Ltd,Cables,Cables - Telecom
STLNETWORK,STL Networks Ltd,Telecom-Service,Telecommunications - Service Provider
STOVEKRAFT,Stove Kraft Ltd,Consumer Durables,Domestic Appliances
STAR,Strides Pharma Science Ltd,Pharmaceuticals,Pharma - Formulators
STUDDS,Studds Accessories Ltd,Plastic products,Plastics - Others
STYLAMIND,Stylam Industries Ltd,Plywood Boards/Laminates,Plywood Boards/Laminates
STYRENIX,Styrenix Performance Materials Ltd,Petrochemicals,Petrochem - Polymers
SUBAM,Subam Papers Ltd,Packaging,Packaging - Others
SUBROS,Subros Ltd,Auto Ancillaries,Auto Ancillaries - AC
SUDARSCHEM,Sudarshan Chemical Industries Ltd,Chemicals,Dyes & Pigments
SUDARCOLOR,Sudarshan Colorants India Ltd,Chemicals,Dyes & Pigments
SUDARSHAN,Sudarshan Pharma Industries Ltd,Chemicals,Trading
